QGC WPL 110
0	1	0	16	2.0	0	0	0	50.50505619479734	45.90600874189348	0	1
1	0	3	16	2.0	0	0	0	50.5071834744152	45.909230348637145	50.0	1
2	0	3	16	2.0	0	0	0	50.50716349843886	45.90911851522415	50.0	1
3	0	3	16	2.0	0	0	0	50.50508537716789	45.90597135514022	50.0	1
4	0	3	16	2.0	0	0	0	50.50511455953844	45.905933968386954	50.0	1
5	0	3	16	2.0	0	0	0	50.50713607120421	45.908995397434715	50.0	1
6	0	3	16	2.0	0	0	0	50.50710864396956	45.90887227964528	50.0	1
7	0	3	16	2.0	0	0	0	50.50514374190899	45.905896581633684	50.0	1
8	0	3	16	2.0	0	0	0	50.505172924279535	45.90585919488042	50.0	1
9	0	3	16	2.0	0	0	0	50.5070812167349	45.908749161855845	50.0	1
10	0	3	16	2.0	0	0	0	50.507053789500254	45.90862604406641	50.0	1
11	0	3	16	2.0	0	0	0	50.50520210665009	45.90582180812716	50.0	1
12	0	3	16	2.0	0	0	0	50.505231289020635	45.905784421373895	50.0	1
13	0	3	16	2.0	0	0	0	50.507026362265606	45.908502926276974	50.0	1
14	0	3	16	2.0	0	0	0	50.50699893503096	45.90837980848754	50.0	1
15	0	3	16	2.0	0	0	0	50.50526047139119	45.90574703462063	50.0	1
16	0	3	16	2.0	0	0	0	50.505289653761736	45.90570964786737	50.0	1
17	0	3	16	2.0	0	0	0	50.50697150779631	45.908256690698096	50.0	1
18	0	3	16	2.0	0	0	0	50.50694408056165	45.90813357290866	50.0	1
19	0	3	16	2.0	0	0	0	50.50531883613228	45.905672261114105	50.0	1
20	0	3	16	2.0	0	0	0	50.505348018502836	45.905634874360835	50.0	1
21	0	3	16	2.0	0	0	0	50.506916653327	45.908010455119225	50.0	1
22	0	3	16	2.0	0	0	0	50.506889226092355	45.90788733732979	50.0	1
23	0	3	16	2.0	0	0	0	50.50542969235785	45.90567698205622	50.0	1
24	0	3	16	2.0	0	0	0	50.50567155179008	45.90596167889291	50.0	1
25	0	3	16	2.0	0	0	0	50.506861798857706	45.907764219540354	50.0	1
26	0	3	16	2.0	0	0	0	50.50683437162305	45.90764110175092	50.0	1
27	0	3	16	2.0	0	0	0	50.505913411222316	45.90624637572959	50.0	1
28	0	3	16	2.0	0	0	0	50.506155270654546	45.906531072566274	50.0	1
29	0	3	16	2.0	0	0	0	50.5068069443884	45.90751798396148	50.0	1
30	0	3	16	2.0	0	0	0	50.50677951715375	45.90739486617204	50.0	1
31	0	3	16	2.0	0	0	0	50.50639713008678	45.906815769402954	50.0	1
32	0	3	16	2.0	0	0	0	50.50663898951901	45.90710046623964	50.0	1
33	0	3	16	2.0	0	0	0	50.506752089919104	45.907271748382605	50.0	1
